"1,""Goroka Airport"",""Goroka - GKA"",""Papua New Guinea"",""GKA"",""AYGA"",-6.08168983459,145.391998291,5282,""10"",""U"",""Pacific/Port_Moresby"",""airpo1rt"""
"2,""Madang Airport"",""Madang - MAG"",""Papua New Guinea"",""MAG"",""AYMD"",-5.20707988739,145.789001465,20,""10"",""U"",""Pacific/Port_Moresby"",""airport"""
"3,""Mount Hagen Kagamuga Airport - HGU"",""Mount Hagen"",""Papua New Guinea"",""HGU"",""AYMH"",-5.82678985595703,144.296005249023,5388,""10"",""U"",""Pacific/Port_Moresby"",""airport"""
"4,""Nadzab Airport"",""Nadzab"",""Papua New Guinea"",""LAE"",""AYNZ"",-6.569803,146.725977,239,""10"",""U"",""Pacific/Port_Moresby"",""airport"""
"5,""Port Moresby Jacksons International Airport"",""Port Moresby"",""Papua New Guinea"",""POM"",""AYPY"",-9.44338035583496,147.220001220703,146,""10"",""U"",""Pacific/Port_Moresby"",""airport"""
"6,""Wewak International Airport"",""Wewak"",""Papua New Guinea"",""WWK"",""AYWK"",-3.58383011818,143.669006348,19,""10"",""U"",""Pacific/Port_Moresby"",""airport"""
"7,""Narsarsuaq Airport"",""Narssarssuaq"",""Greenland"",""UAK"",""BGBW"",61.1604995728,-45.4259986877,112,""-3"",""E"",""America/Godthab"",""airport"""
"8,""Godthaab / Nuuk Airport"",""Godthaab"",""Greenland"",""GOH"",""BGGH"",64.19090271,-51.6781005859,283,""-3"",""E"",""America/Godthab"",""airport"""
"9,""Kangerlussuaq Airport"",""Sondrestrom"",""Greenland"",""SFJ"",""BGSF"",67.0122218992,-50.7116031647,165,""-3"",""E"",""America/Godthab"",""airport"""
"10,""Thule Air Base"",""Thule"",""Greenland"",""THU"",""BGTL"",76.5311965942,-68.7032012939,251,""-4"",""E"",""America/Thule"",""airport"""
"11,""Akureyri Airport"",""Akureyri"",""Iceland"",""AEY"",""BIAR"",65.6600036621094,-18.0727005004883,6,""0"",""N"",""Atlantic/Reykjavik"",""airport"""
"12,""Egilsstaðir Airport"",""Egilsstadir"",""Iceland"",""EGS"",""BIEG"",65.2833023071289,-14.4013996124268,76,""0"",""N"",""Atlantic/Reykjavik"",""airport"""
"13,""Hornafjörður Airport"",""Hofn"",""Iceland"",""HFN"",""BIHN"",64.295601,-15.2272,24,""0"",""N"",""Atlantic/Reykjavik"",""airport"""
"14,""Húsavík Airport"",""Husavik"",""Iceland"",""HZK"",""BIHU"",65.952301,-17.426001,48,""0"",""N"",""Atlantic/Reykjavik"",""airport"""
"15,""Ísafjörður Airport"",""Isafjordur"",""Iceland"",""IFJ"",""BIIS"",66.0580978393555,-23.1352996826172,8,""0"",""N"",""Atlantic/Reykjavik"",""airport"""
"16,""Keflavik International Airport"",""Keflavik"",""Iceland"",""KEF"",""BIKF"",63.985000610352,-22.605600357056,171,""0"",""N"",""Atlantic/Reykjavik"",""airport"""
"17,""Patreksfjörður Airport"",""Patreksfjordur"",""Iceland"",""PFJ"",""BIPA"",65.555801,-23.965,11,""0"",""N"",""Atlantic/Reykjavik"",""airport"""
"18,""Reykjavik Airport"",""Reykjavik"",""Iceland"",""RKV"",""BIRK"",64.1299972534,-21.9405994415,48,""0"",""N"",""Atlantic/Reykjavik"",""airport"""
"19,""Siglufjörður Airport"",""Siglufjordur"",""Iceland"",""SIJ"",""BISI"",66.133301,-18.9167,10,""0"",""N"",""Atlantic/Reykjavik"",""airport"""
"20,""Vestmannaeyjar Airport"",""Vestmannaeyjar"",""Iceland"",""VEY"",""BIVM"",63.4243011474609,-20.2789001464844,326,""0"",""N"",""Atlantic/Reykjavik"",""airport"""
"21,""Sault Ste Marie Airport"",""Sault Sainte Marie"",""Canada"",""YAM"",""CYAM"",46.4850006103516,-84.5093994140625,630,""-5"",""A"",""America/Toronto"",""airport"""
"22,""Winnipeg / St. Andrews Airport"",""Winnipeg"",""Canada"",""xyz"",""CYAV"",50.0564002991,-97.0325012207,760,""-6"",""A"",""America/Winnipeg"",""airport"""
"23,""Halifax / CFB Shearwater Heliport"",""Halifax"",""Canada"",""xyz"",""CYAW"",44.639702,-63.499401,144,""-4"",""A"",""America/Halifax"",""airport"""
"24,""St. Anthony Airport"",""St. Anthony"",""Canada"",""YAY"",""CYAY"",51.3918991089,-56.0830993652,108,""-3.5"",""A"",""America/St_Johns"",""airport"""
"25,""Tofino / Long Beach Airport"",""Tofino"",""Canada"",""YAZ"",""CYAZ"",49.079833,-125.775583,80,""-8"",""A"",""America/Vancouver"",""airport"""
"26,""Kugaaruk Airport"",""Pelly Bay"",""Canada"",""YBB"",""CYBB"",68.534401,-89.808098,56,""-7"",""A"",""America/Edmonton"",""airport"""
"27,""Baie Comeau Airport"",""Baie Comeau"",""Canada"",""YBC"",""CYBC"",49.1324996948242,-68.2043991088867,71,""-5"",""A"",""America/Toronto"",""airport"""
"28,""CFB Bagotville"",""Bagotville"",""Canada"",""YBG"",""CYBG"",48.3306007385254,-70.9963989257812,522,""-5"",""A"",""America/Toronto"",""airport"""
"29,""Baker Lake Airport"",""Baker Lake"",""Canada"",""YBK"",""CYBK"",64.2988967896,-96.077796936,59,""-6"",""A"",""America/Winnipeg"",""airport"""
"30,""Campbell River Airport"",""Campbell River"",""Canada"",""YBL"",""CYBL"",49.9508018493652,-125.271003723145,346,""-8"",""A"",""America/Vancouver"",""airport"""
"31,""Brandon Municipal Airport"",""Brandon"",""Canada"",""YBR"",""CYBR"",49.91,-99.951897,1343,""-6"",""A"",""America/Winnipeg"",""airport"""
"32,""Cambridge Bay Airport"",""Cambridge Bay"",""Canada"",""YCB"",""CYCB"",69.1081008911,-105.138000488,90,""-7"",""A"",""America/Edmonton"",""airport"""
"33,""Nanaimo Airport"",""Nanaimo"",""Canada"",""YCD"",""CYCD"",49.0549702249,-123.869862556,92,""-8"",""A"",""America/Vancouver"",""airport"""
"34,""Castlegar/West Kootenay Regional Airport"",""Castlegar"",""Canada"",""YCG"",""CYCG"",49.2963981628,-117.632003784,1624,""-8"",""A"",""America/Vancouver"",""airport"""
"35,""Miramichi Airport"",""Chatham"",""Canada"",""YCH"",""CYCH"",47.007801,-65.449203,108,""-4"",""A"",""America/Halifax"",""airport"""
"36,""Charlo Airport"",""Charlo"",""Canada"",""YCL"",""CYCL"",47.990799,-66.330299,132,""-4"",""A"",""America/Halifax"",""airport"""
"37,""Kugluktuk Airport"",""Coppermine"",""Canada"",""YCO"",""CYCO"",67.816704,-115.143997,74,""-7"",""A"",""America/Edmonton"",""airport"""
"38,""Coronation Airport"",""Coronation"",""Canada"",""YCT"",""CYCT"",52.0750007629,-111.444999695,2595,""-7"",""A"",""America/Edmonton"",""airport"""
"39,""Chilliwack Airport"",""Chilliwack"",""Canada"",""YCW"",""CYCW"",49.1528015137,-121.939002991,32,""-8"",""A"",""America/Vancouver"",""airport"""
"40,""Clyde River Airport"",""Clyde River"",""Canada"",""YCY"",""CYCY"",70.4860992432,-68.5167007446,87,""-5"",""A"",""America/Toronto"",""airport"""
"41,""Coral Harbour Airport"",""Coral Harbour"",""Canada"",""YZS"",""CYZS"",64.1932983398,-83.3593978882,210,""-5"",""A"",""America/Coral_Harbour"",""airport"""
"42,""Dawson City Airport"",""Dawson"",""Canada"",""YDA"",""CYDA"",64.043098449707,-139.128005981445,1215,""-8"",""A"",""America/Vancouver"",""airport"""
"43,""Burwash Airport"",""Burwash"",""Canada"",""YDB"",""CYDB"",61.3711013793945,-139.041000366211,2647,""-8"",""A"",""America/Vancouver"",""airport"""
"44,""Princeton Airport"",""Princeton"",""Canada"",""xyz"",""CYDC"",49.4681015015,-120.511001587,2298,""-8"",""A"",""America/Vancouver"",""airport"""
"45,""Deer Lake Airport"",""Deer Lake"",""Canada"",""YDF"",""CYDF"",49.2108001708984,-57.3913993835449,72,""-3.5"",""A"",""America/St_Johns"",""airport"""
"46,""Dease Lake Airport"",""Dease Lake"",""Canada"",""YDL"",""CYDL"",58.4221992493,-130.031997681,2600,""-8"",""A"",""America/Vancouver"",""airport"""
"47,""Dauphin Barker Airport"",""Dauphin"",""Canada"",""YDN"",""CYDN"",51.1007995605469,-100.052001953125,999,""-6"",""A"",""America/Winnipeg"",""airport"""
"48,""Dawson Creek Airport"",""Dawson Creek"",""Canada"",""YDQ"",""CYDQ"",55.7422981262207,-120.182998657227,2148,""-7"",""A"",""America/Dawson_Creek"",""airport"""
"49,""Edmonton International Airport"",""Edmonton"",""Canada"",""YEG"",""CYEG"",53.3097000122,-113.580001831,2373,""-7"",""A"",""America/Edmonton"",""airport"""
